,Year,2021,2022,Implications and Remarks,Management Response
0,Loss the Net for year,UGX.164.601Bn,UGX.265.909Bn,"The company has incurred significant losses for the two years. There was an increase in the net loss by UGX.101.308Bn representing 61.6%. This was due to significant increase in direct by UGX.190,293,516 cost",The industry recovery from COVID-19 effects has been low and has slowed down the Airline’s expansion efforts into new markets like China. Developments like Brexit also
