,97,602,Fortportal City,-,-.1,-.2,-.3,-.4,-.5,2,7,-.6,7.1,-.7,"3,298,794,685",-.8,-.9,-.10,-.11,-.12,-.13
0,98,850,Kamwenge DLG,8,35,35,-,-,"1,962,770,458",8,35,14,4,-,"17,653,446,963",8,35,-,5,30,-
1,99,856,Kasese DLG,7,13,13,-,-,"2,480,000,000",3,5,-,5,-,"2,410,000,000",-,-,-,-,-,-
2,100,876,Kyegegwa DLG,4,18,18,-,-,"3,080,000,000",3,6,2,4,-,"11,020,000,000",-,-,-,-,-,-
3,101,877,Kyenjojo DLG,1,7,7,-,-,"700,000,000",5,33,22,9,2,"8,090,000,000",-,-,-,-,-,-
4,102,814,Bugweri DLG,3,9,9,-,-,"820,862,079",2,2,-,2,-,"2,566,927,647",-,-,-,-,-,-
5,103,836,Iganga DLG,3,13,13,-,-,"1,628,000,000",7,17,10,6,1,"1,809,000,000",-,-,-,-,-,-
6,104,707,Iganga MC,3,40,40,-,-,"260,429,958",-,-,-,-,-,-,-,-,-,-,-,-
7,105,605,Jinja City,-,-,-,-,-,-,3,10,6,4,-,"9,276,641,819",-,-,-,-,-,-
8,106,838,Jinja DLG,2,2,2,-,-,"600,000,000",8,26,-,26,-,"9,200,000,000",-,-,-,-,-,-
9,107,849,Kamuli DLG,8,23,23,-,-,"3,870,000,000",1,14,13,1,-,"580,000,000",-,-,-,-,-,-
10,108,709,Kamuli MC,1,3,3,-,-,"158,000,000",1,1,-,1,-,"7,920,000,000",-,-,-,-,-,-
11,109,890,Mayuge DLG,11,44,44,-,-,"20,763,835,105",1,2,-,2,-,"5,911,794,027",1,1,-,-,1,"1,731,918 215"
12,110,904,Namayingo DLG,8,19,19,-,-,"2,896,798,071",1,1,-,1,-,"550,264,647",-,-,-,-,-,-
13,111,727,Njeru MC,1,6,6,-,-,"441,211,000",1,13,9,2,2,"611,090,000",-,-,-,-,-,-
14,112,869,Koboko DLG,16,37,37,-,-,"3,994,997,307",1,3,1,2,-,"103,281,854",1,2,-,-,2,-
15,113,805,Amolatar DLG,5,12,12,-,-,"1,544,000,000",3,15,-,15,-,"4,542,000,000",-,-,-,-,-,-
16,114,803,Agago DLG,3,33,33,-,-,"1,593,000,000", , , , , , ,2,20,-,5,15,"2,100,750 542"
17,115,804,Alebtong DLG,4,49,49,-,-,"4,438,454,199",1,13,12,1,-,"574,081,313",1,16,-,1,15,"417,965,3 10"
18,116,808,Amuru DLG, , , ,-, , ,6,29,23,6,-,"3,757,573,030", , , , , , 
19,117,809,Apac DLG,1,1,1,-,-,"220,000,000",5,42,32,7,3,"2,350,000,000", , , , , , 
20,118,701,Apac MC,1,4,4,-,-,"125,747,249",4,21,14,2,5,"5,581,921,978", , , , , , 
21,119,603,Gulu City, , , ,-, , ,6,21,18,-,3,"29,337,273,282", , , , , , 
22,120,833,Gulu DLG,5,50,50,-,-,"1,649,034,860",1,5,4,1,-,"88,603,840",1,1,-,-,1,"3,083,819 677"
23,121,868,Kitgum DLG,2,4,4,-,-,"625,000,000",6,27,14,12,1,"2,675,000,000", , , , , , 
24,122,714,Kitgum MC,2,7,7,-,-,"11,259,581,551",2,6,4,2,-,"535,863,000", , , , , , 
25,123,870,Kole DLG,13,23,23,-,-,"4,020,139,639",2,3,-,3,-,"199,214,196",1,1,-,-,1,"45,000,00 0"
26,124,873,Kwania DLG,9,25,25,-,-,"2,486,493,115",4,25,18,7,-,"5,538,022,256", , , , , , 
27,125,879,Lamwo DLG,-,-,-,-,-,-,5,41,23,18,-,"11,494,741,889", , , , , , 
28,126,606,Lira City,9,24,24,-,-,"6,654,751,607",3,11,-,11,-,"9,482,593,764",1,1,-,-,1,"101,309,3 69"
29,127,880,Lira DLG,4,46,46,-,-,"2,412,713,114",2,43,41,2,-,"6,939,621,934", , , , , , 
30,128,912,Nwoya DLG,5,34,34,-,-,"3,823,800,809",2,5,2,3, ,"1,922,487,738", , , , , , 
31,129,914,Omoro DLG, , , ,-, , ,6,68,58,8,2,"1,825,313,368", , , , , , 
32,130,916,Oyam DLG, , , ,-, , ,5,46,31,6,9,"6,697,387,789", , , , , , 
33,131,917,Pader DLG, , , ,-, , ,7,63,51,7,5,"4,467,616,568", , , , , , 
34,132,704,Busia MC,5,8,8,-,-,"860,000,000",7,12,-,12,-,"6,510,000,000", , , , , , 
35,133,708,Kabale MC,2,2,2,-,-,"987,121,331",1,1,-,1,-,"4,234,414,034",2,2,-,-,2,"3,118,724 048"
36,134,885,Madi-Okollo,7,18,18,-,-,"6,551,816,619",1,8,1,7,-,"4,363,078,507", , , , , , 
