,SN,Vote code,Entity Name,Fully quantified outputs,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Outputs not fully quantified,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
0, , , ,No. of output s,No of activiti es in,No. of Activities with clear,No of activiti es,Expenditure Amount (UGX),No. of outp,No of activiti es in,No. of Activitie s with,No of activitie s,Expenditure Amount (UGX)
