,Actual End of Defects Liability Period,15 th February 2020 (as per information in the Defects Liability Certificate issued on 05 th June 2020)
0,Final Contract Amount (as per Final Payment Certificate),"UGX: 42,187,329,051 Excl. 18% VAT; UGX 49,781,048,280 Incl. 18% VAT"
