,Physical Cost per Unit Area from Engineer's Estimate (C e ),Physical Cost per Unit Area from Contract (C c ),Absolute % Diff. Between C e and C c (F),Maximum allowable percentage difference (F m ),Max. Score of Municipality,Score of this project S = 5*(F m /F)
0,"225,211","430,419",91.12%,15.00%,5,0.82
