,No,Observation,Recommendation
0,1.1,"overall Government National Development Plan (NDP II) expired at the end of FY 2019/20. In line with the NDP II, MoWT had a strategic plan for the period 2017/18 -2019/20, which set out both the long term and short term targets to be achieved during the duration of the strategic plan. Implementation of the strategic plan The",advised the Accounting Officer to expedite evaluation of the Ministry strategic plan for 2017/2018 - 2019/20 and provide a I
