,Cost per Square Meter of Building Works (F) (UGX),Lowest Cost per Square Meter of Building Works Among Municipalities (Fm) (UGX),Score (15*Fm/F),Proportion of the Project Unit Cost to the Lowest (1+(F-Fm)/Fm)
0,"636,148","586,886",13.84,1.08
