,Cost per Square Meter of Building Works (F) (UGX),Lowest Cost per Square Meter of Building Works Among Municipalities (Fm) (UGX),Score (15*Fm/F),Proportion of the Project Unit Cost to the Lowest (1+(F-Fm)/Fm)
0,"586,886","586,886",15.0,1.0
