,Cost per Square Meter of Building Works (F) (UGX),Lowest Cost per Square Meter of Building Works Among Municipalities (Fm) (UGX),Score (15*Fm/F),Proportion of the Project Unit Cost to the Lowest (1+(F-Fm)/Fm)
0,"673,285","586,886",13.08,1.15
