,No,Observations,Recommendations
0,3.1,"Implementation of the strategic plan The overall Government National Development Plan (NDP II) expired at the end of FY 2019/20. In line with the NDP II, the UNRA had a strategic plan for the period 2015/16 - 2019/20, which set out both the long term and short-term targets to be achieved during the duration of the strategic plan.",I advised the Accounting officer to ensure that period evaluation of the implementation of the strategic is undertaken. plan
