,Unnamed: 0,Engineering Ltd,"reconstruction and/upgrading of Magambo, Dembe Kirowoza, Kiziri, Kigoowa, Kimera, Kisalita, Kisosonkole and Robert Mugabe roads in Nakawa Division.",Unnamed: 3,Unnamed: 4,Unnamed: 5
0,Ref: KCCA/SUPLS/15- 16/00074-LOT 4, , , , , 
1, ,G/Total,G/Total,Total Cumulative Interest Paid For Contracts Lot 1 and Lot 4, ,"713,070,552"
