,No,Observation,Recommendation
0,4.4.1 2.2,"16.6.1 of the Treasury Instructions, 2017 requires the Accounting officer to maintain an electronic or manual register. Furthermore, Instruction 10.12.4 of the Treasury Instructions, 2017 requires all fixed assets acquired to be captured in the fixed asset module of the Government Financial Management Information System (GFMIS)-IFMS. noted that out of the 242 pieces of land measuring approximately 184.818 hectares held, 194 pieces of titled land measuring approximately 147.755 hectares were I Maintenance of land Register Instruction","advised the Accounting Officer to always ensure that all fixed assets acquired by the Authority are captured in the GFMIS Asset module, and the system is updated annually. I"
