,Unnamed: 0,Completed Phase 1 construction of MTN Phillip Omondi stadium.,"4,100,000"," At the time of inspection, the phase 1 purported to have been completed had not been completed, activities such as the structural works, columns, slab, stairs and foundation were not complete.",Unnamed: 4,Unnamed: 5,Unnamed: 6,Entrance to the stadium. The delay to complete may lead to delayed utilization of the stadium for the generation of revenue for the club.
0, , , , ,Phillip Omondi stadium still undergoing first phase of construction, , , 
