,Account,Account Type,"Revised Budget (‘000,000)","Releases (‘000,000)","Payment (‘000,000)","Unspent (‘000,000)",Remarks
0,224006,Agricultural supplies,"1,750","1,750",333,"1,417",Unspent balanced returned to the consolidated fund
