,Physical Cost per Unit Area from Engineer's Estimate (Ce),Physical Cost per Unit Area from Contract (Cc),Absolute % Diff. Between Ce (F) and Cc,Maximum allowable percentage difference (Fm),Max. Score of Municipality,Score of this project S = 5*(Fm/F)
0,Not availed,"494,816", ,15.00%,5,0
