,Physical Cost per Unit Area from Engineer's Estimate (Ce),Physical Cost per Unit Area from Contract (Cc),Absolute % Diff. Between Ce and Cc (F),Maximum allowable percentage difference (Fm),Max. Score of Municipality,Score of this project S = 5*(Fm/F)
0,"141,308","110,693",21.67%,15.00%,5,3.46
