,Physical Cost per Unit Area from Engineer's Estimate (Ce),Physical Cost per Unit Area from Contract (Cc),Absolute % Diff. Between Ce and Cc (F),Maximum allowable percentage difference (Fm),Max. Score of Municipality,Score of this project S = 5*(Fm/F)
0,"446,015","437,685",1.87%,15.00%,5,5.0
