,Unnamed: 0,programmes,Unnamed: 2,Unnamed: 3
0,Under YLP the recovery rate was only 23% of the amount due as at 30 th June 2022, , , 
1,"Under UWEP, the recovery was relatively fair at 71% of the amount that was due as at 30th June 2022.", , , 
2, ,Total,551.3, 
