,Regional Airports Departm ent,Procure contractor for works for installation of security lights,Procure contractor for works for installation of security lights.1,yes,"Contract signed by 30th March 2020 and lights installed by 30th June 2020 (Soroti, Jinja, Arua, Gulu, Kasese and Kisoro).","350,000","350,000.1",nil,nil.1,nil.2,"Contract signed by 30th March 2020 and lights installed by 30th June 2020 (Soroti, Jinja, Arua, Gulu, Kasese and Kisoro). This was not done.",Not impleme nted,No,No.1,Unnamed: 14
0,Regional Airports Departm ent,To Construct perimeter fence at Arua,Construct perimeter fence at Arua,No,Constructing perimeter fence at Arua Airport by Lodina (To be completed by 30th April 2020),"1,000,000","1,000,000","140,471.75","280,943.50",Not done due to land wrangles,Constru cting perimet er fence at Arua Airport by Lodina (To be complet ed by 30th April 2020) was not done,Not impleme nted,yes,yes, 
