,Aerodro me mainten ance,120Kva UPS for Baggage Handling System (UPS),"Develop Specification s, Market survey, Procurement Manufacturi ng, Testing, Training, Commissioni ng",yes (partially),• Specifications and BoQ document • 1 FAT report • 1 Training report • 1 commissioning report,"430,000","430,000.1","578,477.70","578,477.70.1",Completed and installed.,0,fully impleme nted,Yes,yes,"By 30/06/2020, had not been commissione d and end users were yet to be trained."
0,Aerodro me mainten ance,Boom Lift Maintenance platform /truck Lighting System Maintenance (top up),"Develop Specification s, Market survey, Procurement Manufacturi ng, Testing, Training, Commissioni ng",Yes(Parti ally),• Specifications and BoQ document • 1 FAT report • 1 Training report • 1 commissioning report,"300,000","300,000",nil,nil,ongoing services,Could not be ascertai ned,Partially Implem ented,Yes,yes, 
