Financial Year;Revised Budget;Actual Receipts;Variance;Percentage
;;;;Perfomance
2018/2019;92,214,094,491;87,717,635,886;4,496,458,605;95%
2019/2020 53,946,824,552 46,377,499,736 7,569,324,816 86%;;;;
