No. Entity Profit Before Interest Interest (Financing cost) Interest Cover (No. of times) (2020/21 Interest Cover (No. of times) (2019/20;;;;;
1;National Water and;18.68;6.95;2.7;28.3
;Sewerage;;;;
;Corporation;;;;
2 New Vision Printing and Publishing Company Limited (0.34) 0.59 -0.6 28.2;;;;;
3;Insurance Training;2.42;1.06;2.30;0.001
;college;;;;
