,Cost per Square Meter of Building Works (F) (UGX),Lowest Cost per Square Meter of Building Works Among Municipalities (F m ) (UGX),Score (15*F m /F),Proportion of the Project Unit Cost to the Lowest (1+(F-F m )/F m )
0,"601,450","545,686",13.61,1.1
