,Cost per Square Meter of Road Works (F) (UGX),Lowest Cost per Square Meter Road Works Among Municipalities (F m ) (UGX),Score (15*F m /F),Proportion of the Project Unit Cost to the Lowest (1+(F-F m )/F m )
0,"175,918","51,160",4.36,3.44
