,12),"Golf-course Road (0.45KM) Asphalt concrete, kerbing, drainage and walkways were already completed. Street light works was on-going. Road marking and road signs works were yet to be executed. The entire walkways and drainage were untidy.",Unnamed: 2
0,13),Peter Paul Opok Road (0.897km) Asphalt concrete and drainage were completed from Km 0+070 to the end; walkways were being finalised. Street lights works was on-going. Road marking and road signs works were yet to be executed. The entire walkways and drainage were untidy., 
