,S/n,Land Description,Plot & Block No,Land (hectares) Area,Location,Date Acquisition of,Date Transfer of,Name of Owner (as per title),Cost,Remarks/Reason
0,1.0,Nalukolongo Workshop,Untitled,12.24,Nalukolongo,1992,Not transferred,Multiple titles in several names of owners 3,55 bn,"The owners demand compensation before they make transfers which URC claims was done during the early 1970s but there is no evidence to that effect,"
