,No,Activity details,Total contract sum,Summary of findings,Conclusion regarding service delivery-
0,1,Rehabilitation of the Namanve – Tororo Line,UGX 184.07Bn,"i. The majority of the line was undressed and laid back along the stretch however, the sleepers are not packed and made firm on the permanent way. There are no ballast stones on the sections of the main line worked on. iii. On some sections of the network such as the stretch from ii.","Without proper supervision of the on-going works it is highly possible that the identified gaps in the works being done on the line will go unattended to, leading to substandard work."
