,No,Observations,Recommendations
0,10.1,"Public legal notification and gazette of land for public use Section 5 of the Land Acquisition Act Cap 226, 1965 requires that after the publication of a declaration in respect of any land, the assessment officer shall cause a notice to be published in the gazette and exhibited at convenient places on or near the land. A copy of the published notice is also served on the registered proprietor of the land. The notice shall indicate a day when all persons having an interest in the land should appear personally or by agent before the assessment officer. noted that among the sampled projects, Uganda National Roads Authority did not submit a request to the Ministry of Lands, Housing and Urban Development (MLHUD) to declare Government interest in the land identified for the Hoima-Wanseko road project as required by the law. may undertake transactions on the land such as selling the land and securing titles. This breeds land grievances and litigation. I PAPs",to I advised the Accounting Officer liaise with MLHUD to ensure that public notices of gazette of the land earmarked for planned are obtained and issued in time. projects
