,Unnamed: 0,that more money recovered than reported. was,names that affect the quality of reporting.,Unnamed: 3
0,(f),Mutambala Fishing Youth," This group had received sum of UGX.8,978,000 in FY 2014/15 to engage in fishing business.  Members alleged that nets were stolen and issue was reported to the CDO. the  Out of the 10 members who received the financial resources; 8 left the landing site.",We are in touch with the remaining members. Who always trace for their group members for repayment
