,Audit Question,Methodology
0,Theme 1: Planning and Budgeting QN1. To what extent is the sector plan in line with National Development Plan?,"• The team reviewed the sector’s Policy documents for Development and Strengthening of the National Construction Industry, Current Sector Development plan (SDP), Approved strategic plan for the ministry Annual work plan, Annual Sector Performance Report (2016/17), Ministerial Policy Statement for F/Y 2017/18 to ascertain whether the sector priorities and outputs are linked to the NDP, whether set targets are realistic and consistent and whether the budgeted funds are realized as planned. • Review of the Budget Framework papers and Annual work plans to check whether the activities were budgeted for."
