,S/N,Document Missing/Not prepared,Criteria (Development Committee Guidelines),Audit remarks
0,4.0,Project Proposal,study Section 5.1 The sponsoring agency shall be required to prepare a project proposal for each project whose feasibility is approved by MFPED. The project proposal shall form part of the inventory of bankable projects stored in the integrated projects data base.,"implies that the project will the management -I noted that management has never prepared a project proposal despite receiving project funds. -This is implementing a project that does not specify; the problem focus on; justification and relevance of the project; project framework showing project goals, outcomes, outputs and activities; monitoring and evaluation plan to measure success of the project; execution and management plan to describe the road map to adopt to deliver the agreed project outputs and overall estimated project cost and activity plan."
